B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_2709	0.0	0.48576	0.45457	0.82969	0.0	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.47165
OTU_1689	0.0	1.3792	0.7997	0.0	0.35903	0.0	0.0	1.2816	0.0	0.33282	0.34613	0.0
OTU_1860	0.0	1.3792	1.3112	1.3531	0.64628	1.4306	0.48543	0.0	1.3624	1.2	1.5351	1.3487
OTU_3308	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_2352	0.0	0.84851	0.45457	0.47368	0.0	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.0
OTU_2592	0.0	1.1381	1.078	1.3531	0.64628	0.0	0.848	0.0	0.47796	0.60307	1.3934	0.0
OTU_2186	0.0	0.48576	0.45457	1.3531	0.88573	0.0	0.48543	0.77868	0.47796	0.83059	0.85874	0.0
OTU_4051	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	1.052	0.0	0.0	0.34613	0.0
OTU_2722	0.0	0.84851	0.45457	0.47368	0.35903	0.50986	0.0	0.77868	0.83637	0.83059	0.0	0.0
OTU_2814	0.0	0.84851	0.7997	0.47368	1.4305	0.88582	0.848	0.77868	0.83637	0.60307	0.62508	0.0
OTU_1226	0.0	1.9269	1.078	1.8955	0.88573	0.88582	1.1375	1.052	1.1232	1.2	0.0	1.8902
OTU_3335	0.0	0.84851	0.0	0.82969	1.091	0.50986	0.0	0.77868	0.83637	1.4938	1.2362	0.0
OTU_3311	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_4076	0.0	0.84851	1.078	0.47368	0.35903	0.0	0.0	0.44125	0.0	0.33282	0.85874	0.0
OTU_963	0.0	0.48576	1.5119	0.47368	1.091	0.50986	1.585	2.0773	1.1232	1.2	1.7826	1.1111
OTU_3511	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.62508	0.0
OTU_4175	0.0	0.84851	0.0	0.0	0.0	0.0	0.48543	0.77868	0.0	0.33282	0.62508	0.47165
OTU_2233	0.0	1.3792	0.0	0.0	0.35903	0.50986	1.1375	0.0	1.1232	0.0	1.0598	0.47165
OTU_2852	0.0	0.84851	1.078	0.0	0.64628	0.50986	1.3785	0.44125	0.47796	0.60307	0.0	0.47165
OTU_3868	0.0	1.1381	1.078	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	1.0598	0.0
OTU_1133	0.0	0.84851	0.7997	1.115	0.88573	1.4306	0.0	1.2816	0.83637	1.0271	1.5351	0.47165
OTU_2768	0.0	0.48576	0.7997	0.47368	1.091	0.0	0.0	0.77868	0.0	0.83059	0.34613	1.1111
OTU_3804	0.0	0.48576	0.45457	0.47368	0.35903	0.0	0.848	0.0	0.0	0.33282	0.0	0.0
OTU_2771	0.0	1.5857	0.0	0.47368	0.64628	0.0	0.0	0.0	1.3624	0.0	0.34613	0.0
OTU_2216	0.0	1.9269	0.0	0.47368	0.0	0.0	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_2688	0.0	1.7663	1.3112	1.115	1.091	0.0	0.48543	0.0	0.83637	0.60307	1.6641	0.82651
OTU_1927	0.0	1.1381	0.45457	0.82969	1.4305	1.1838	0.48543	0.44125	0.0	0.60307	1.0598	0.82651
OTU_1835	0.0	0.48576	1.5119	0.82969	1.2707	0.0	1.3785	2.1947	0.0	1.7378	1.5351	0.47165
OTU_3935	0.0	0.84851	1.3112	1.115	0.64628	0.50986	0.0	0.0	0.47796	0.60307	0.34613	0.82651
OTU_3492	0.0	0.84851	0.45457	0.47368	0.35903	0.0	0.0	0.77868	0.83637	0.33282	1.0598	0.47165
OTU_2699	0.0	0.48576	0.0	0.82969	0.35903	0.50986	0.848	0.0	0.0	0.60307	0.34613	0.0
OTU_3495	0.0	0.48576	0.0	0.0	0.35903	0.50986	0.0	0.44125	0.47796	0.0	0.0	0.0
OTU_3493	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_2698	0.0	0.48576	0.45457	1.115	0.35903	0.0	0.0	0.77868	0.0	0.0	0.0	1.1111
OTU_2648	0.0	1.3792	1.3112	0.0	0.64628	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.82651
OTU_3319	0.0	0.84851	1.3112	0.0	0.35903	0.88582	0.848	0.0	0.83637	0.60307	0.62508	0.47165
OTU_4416	0.0	0.48576	0.0	0.82969	0.0	0.0	0.48543	0.0	0.0	0.0	0.85874	0.0
OTU_3498	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_1949	0.0	0.48576	0.0	0.82969	0.0	0.50986	0.0	1.052	1.3624	0.33282	1.6641	0.47165
OTU_4052	0.0	0.48576	0.0	0.47368	0.0	0.88582	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1638	0.0	1.1381	0.7997	0.47368	1.091	0.50986	0.0	0.0	0.83637	0.0	0.34613	0.0
OTU_3772	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.44125	0.0	0.0	0.62508	0.47165
OTU_2247	0.0	1.1381	0.45457	0.47368	0.88573	1.1838	0.848	0.77868	0.0	0.60307	0.62508	1.1111
OTU_2453	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	1.052	0.0	0.83059	0.34613	0.47165
OTU_1192	0.0	1.5857	1.078	0.47368	1.9357	1.4306	1.926	1.2816	1.3624	1.6209	0.85874	1.3487
OTU_3626	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_2548	0.0	0.84851	1.3112	0.47368	0.88573	0.0	0.0	0.0	0.0	0.60307	0.62508	0.0
OTU_3427	0.0	0.48576	0.45457	0.47368	0.64628	0.50986	0.0	0.0	0.47796	0.33282	0.0	0.0
OTU_3121	0.0	0.48576	0.0	0.82969	0.35903	0.88582	0.48543	0.77868	0.47796	0.33282	0.0	0.82651
OTU_3534	0.0	0.48576	0.45457	0.0	0.0	0.0	0.48543	0.0	0.47796	0.60307	0.62508	0.0
OTU_1049	0.0	0.84851	1.845	0.47368	0.88573	1.1838	0.48543	0.77868	0.83637	1.6209	1.5351	0.47165
OTU_2803	0.0	0.48576	0.0	0.82969	0.64628	0.0	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_3625	0.0	0.84851	0.0	0.0	0.35903	0.50986	0.48543	0.0	0.0	0.0	0.34613	0.0
OTU_3816	0.0	0.84851	0.0	0.47368	0.0	0.0	0.848	1.052	0.0	0.60307	0.34613	0.0
OTU_3551	0.0	0.48576	0.45457	0.0	0.35903	0.0	0.0	0.0	0.47796	0.0	0.0	0.0
OTU_4066	0.0	0.48576	0.45457	0.82969	0.35903	0.0	0.848	0.0	0.0	0.60307	0.62508	0.0
OTU_2865	0.0	1.1381	0.45457	0.0	0.64628	0.0	0.48543	0.0	0.0	0.60307	0.0	0.47165
OTU_2756	0.0	0.84851	0.45457	0.0	0.88573	0.0	0.0	0.0	0.83637	0.33282	1.2362	0.82651
OTU_3007	0.0	1.1381	0.0	0.0	0.35903	0.0	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_3530	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_2695	0.0	0.84851	0.7997	0.0	0.64628	0.88582	0.48543	0.0	0.0	0.33282	0.0	0.47165
OTU_3521	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_1318	0.0	0.48576	1.078	1.5574	1.825	0.88582	1.585	1.2816	1.1232	1.7378	1.7826	1.3487
OTU_2694	0.0	0.84851	0.7997	0.82969	0.0	0.50986	0.48543	0.44125	0.0	0.0	0.34613	0.0
OTU_2757	0.0	0.48576	0.0	0.47368	0.88573	0.50986	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_3257	0.0	0.84851	0.0	0.82969	0.88573	0.50986	0.0	0.44125	0.47796	0.33282	0.34613	0.47165
OTU_1977	0.0	0.84851	0.45457	0.82969	0.0	0.0	0.0	1.4797	0.0	0.60307	0.85874	0.0
OTU_2754	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.44125	0.0	0.0	1.0598	0.0
OTU_3539	0.0	0.48576	0.0	0.47368	0.0	0.50986	0.0	0.0	0.47796	0.0	0.34613	0.0
OTU_3535	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1627	0.0	1.1381	0.45457	0.0	1.2707	0.50986	0.0	0.0	1.1232	0.60307	1.2362	0.47165
OTU_2752	0.0	0.84851	0.0	0.82969	0.64628	0.88582	0.848	0.44125	0.47796	0.0	0.85874	0.47165
OTU_2751	0.0	0.48576	0.45457	0.0	0.0	0.50986	0.0	0.0	0.83637	0.60307	0.34613	0.0
OTU_3992	0.0	0.48576	0.0	0.82969	0.64628	1.1838	0.0	0.77868	0.83637	0.33282	0.85874	0.0
OTU_2825	0.0	0.84851	0.7997	0.0	0.88573	0.0	0.48543	0.77868	1.1232	0.33282	0.34613	0.0
OTU_2179	0.0	0.48576	0.0	0.0	0.35903	0.0	0.848	2.0773	0.0	0.0	0.0	0.0
OTU_3430	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.0	0.0	0.0
OTU_4316	0.0	0.84851	0.0	0.0	0.35903	0.0	1.1375	0.0	0.0	0.60307	1.0598	0.47165
OTU_1639	0.0	0.84851	0.45457	0.47368	0.64628	0.0	0.0	1.052	0.47796	0.60307	0.34613	1.1111
OTU_4083	0.0	0.84851	0.0	0.0	0.35903	0.50986	0.848	0.77868	0.47796	0.0	0.0	0.0
OTU_2078	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.83637	0.83059	0.34613	0.47165
OTU_3442	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3441	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_3438	0.0	0.84851	1.3112	0.82969	1.2707	1.1838	0.0	0.0	0.0	0.83059	1.3934	0.82651
OTU_3244	0.0	0.48576	1.078	0.82969	1.2707	0.50986	0.848	0.0	0.0	1.0271	0.62508	1.1111
OTU_1584	0.0	1.1381	1.3112	1.3531	1.2707	0.88582	0.848	0.44125	0.83637	0.83059	0.62508	0.82651
OTU_4022	0.0	0.48576	0.0	0.0	0.0	1.1838	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2318	0.0	0.48576	0.0	0.47368	0.0	0.0	0.48543	0.77868	0.47796	0.0	0.0	0.47165
OTU_3411	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	1.052	0.0	0.0	0.62508	0.47165
OTU_4249	0.0	0.84851	0.7997	0.0	0.0	0.0	0.848	0.0	0.47796	0.0	0.0	0.0
OTU_3419	0.0	0.48576	0.7997	0.0	0.35903	0.0	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_1007	0.0	2.0713	0.0	1.7363	0.88573	1.6413	0.48543	0.0	1.5675	0.60307	1.5351	2.0334
OTU_3926	0.0	0.84851	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_3449	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_2320	0.0	0.48576	0.0	0.82969	0.88573	0.0	0.0	0.0	0.0	0.83059	0.34613	0.0
OTU_1336	0.0	0.48576	1.5119	1.115	1.825	1.4306	1.1375	1.2816	0.47796	1.2	1.7826	0.47165
OTU_1925	0.0	0.48576	1.078	0.82969	0.35903	0.88582	0.848	0.77868	1.3624	0.60307	1.6641	0.47165
OTU_3471	0.0	1.1381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0598	0.0
OTU_831	0.0	0.48576	1.845	1.5574	1.091	1.6413	1.1375	0.44125	2.1811	1.2	0.0	1.3487
OTU_3459	0.0	1.3792	0.45457	1.8955	0.0	0.0	0.0	1.4797	0.0	0.83059	1.2362	0.47165
OTU_3288	0.0	0.48576	0.0	0.0	0.35903	0.88582	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3464	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_2338	0.0	0.84851	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.34613	0.0
OTU_3541	0.0	0.84851	1.845	1.115	1.5743	3.3682	1.926	1.052	3.487	0.33282	0.0	1.3487
OTU_3484	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.83637	0.33282	0.85874	0.0
OTU_1780	0.0	1.3792	1.078	0.82969	0.64628	0.50986	0.48543	0.77868	0.47796	0.83059	1.5351	0.0
OTU_3038	0.0	1.1381	1.3112	0.0	0.88573	0.0	0.48543	0.0	0.0	0.60307	0.62508	1.1111
OTU_3485	0.0	0.84851	1.5119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3474	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3458	0.0	0.48576	0.45457	0.47368	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_1157	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	3.4618	0.0	0.0	0.0	0.0
OTU_2538	0.0	1.1381	0.45457	3.3131	0.0	0.50986	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_3446	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_2168	0.0	0.48576	1.078	1.5574	0.0	0.0	0.48543	0.0	0.47796	0.33282	0.34613	0.82651
OTU_2109	0.0	0.84851	1.5119	1.115	0.88573	0.88582	0.48543	0.0	0.0	1.0271	1.6641	0.0
OTU_1405	0.0	0.48576	1.3112	1.3531	2.1345	0.50986	1.926	1.4797	0.47796	1.8459	1.5351	1.3487
OTU_3454	0.0	1.1381	0.7997	0.82969	0.88573	0.0	0.48543	0.0	0.0	1.0271	0.62508	0.0
OTU_4044	0.0	0.48576	1.6881	0.82969	0.0	0.50986	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_1811	0.0	0.48576	0.7997	0.0	0.88573	0.0	0.0	0.77868	0.47796	0.0	0.62508	0.82651
OTU_2996	0.0	1.1381	0.0	0.0	0.0	0.50986	0.848	1.4797	0.0	0.33282	0.0	0.47165
OTU_4396	0.0	0.48576	0.0	0.0	0.0	0.0	0.848	0.0	0.0	0.60307	0.62508	0.0
OTU_2258	0.0	0.84851	0.45457	0.47368	0.88573	0.88582	0.0	1.9494	0.0	1.0271	0.85874	0.0
OTU_3650	0.0	1.3792	0.45457	0.0	0.35903	0.0	0.0	1.2816	0.47796	0.83059	0.0	0.47165
OTU_3034	0.0	0.84851	0.45457	0.0	0.64628	0.0	1.1375	1.052	0.47796	0.33282	0.0	0.0
OTU_990	0.0	1.3792	0.7997	2.1692	1.2707	1.1838	1.1375	1.2816	0.83637	1.0271	1.7826	1.8902
OTU_3051	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.0	0.0	0.0
OTU_4348	0.0	0.48576	0.7997	0.82969	0.64628	0.50986	0.848	0.0	0.47796	0.33282	0.34613	1.1111
OTU_1482	0.0	1.1381	0.45457	1.3531	0.35903	0.50986	0.848	0.0	1.3624	0.0	0.34613	0.82651
OTU_3043	0.0	0.84851	0.0	0.0	0.0	0.50986	0.48543	1.052	0.0	0.0	0.34613	0.47165
OTU_3658	0.0	1.1381	0.45457	0.47368	0.35903	0.88582	0.848	1.052	0.47796	0.60307	0.34613	1.1111
OTU_2797	0.0	1.1381	0.45457	0.47368	0.88573	0.0	0.848	0.44125	0.0	0.33282	0.34613	0.0
OTU_3504	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.83637	0.0	0.0	0.47165
OTU_3045	0.0	0.84851	1.078	0.82969	0.35903	0.0	0.0	0.77868	0.47796	0.33282	0.34613	0.47165
OTU_2023	0.0	1.1381	1.3112	0.82969	0.64628	1.1838	0.48543	1.052	0.0	0.83059	1.0598	1.3487
OTU_3863	0.0	0.48576	0.45457	0.0	0.35903	0.0	0.48543	1.2816	0.47796	0.33282	0.62508	0.0
OTU_2388	0.0	0.48576	0.0	0.0	0.0	0.50986	0.48543	0.44125	0.0	0.33282	0.34613	1.1111
OTU_1600	0.0	0.48576	0.45457	0.47368	1.2707	0.50986	0.48543	1.2816	0.83637	0.60307	0.85874	0.47165
OTU_3231	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_2001	0.0	0.48576	0.7997	0.0	0.35903	0.50986	0.48543	0.44125	0.47796	0.0	0.34613	0.0
OTU_1661	0.0	1.1381	2.1155	0.82969	0.35903	0.50986	0.848	0.0	0.0	1.2	0.62508	1.1111
OTU_2033	0.0	0.48576	0.0	0.47368	0.64628	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_2633	0.0	0.48576	0.0	0.47368	0.0	0.50986	0.0	1.4797	0.0	0.0	0.34613	0.0
OTU_3020	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.62508	0.82651
OTU_4236	0.0	0.48576	0.0	0.0	0.0	0.0	0.848	0.44125	0.0	0.0	0.0	0.0
OTU_3018	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.0	0.47165
OTU_2761	0.0	0.48576	0.7997	0.47368	0.88573	1.1838	0.48543	0.0	0.47796	0.33282	0.34613	0.0
OTU_1718	0.0	0.48576	0.45457	0.82969	1.2707	0.0	0.48543	0.44125	0.47796	0.0	0.62508	1.5526
OTU_3080	0.0	0.84851	0.45457	0.0	0.0	0.88582	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_2720	0.0	0.48576	0.0	0.0	0.0	0.50986	0.48543	0.0	0.0	0.0	0.0	0.47165
OTU_2111	0.0	0.48576	0.0	0.47368	0.64628	0.50986	0.0	0.77868	0.0	0.83059	0.0	0.0
OTU_2029	0.0	0.48576	0.0	0.0	0.35903	0.50986	0.0	1.052	0.0	0.0	0.0	0.0
OTU_2102	0.0	1.1381	0.45457	0.0	0.0	0.0	1.7655	0.44125	0.47796	0.0	0.34613	0.0
OTU_1828	0.0	0.84851	0.7997	0.82969	1.091	0.0	0.48543	0.44125	0.83637	1.3544	0.85874	1.3487
OTU_1866	0.0	0.84851	0.0	0.0	0.0	0.50986	0.48543	0.0	0.0	1.3544	0.0	0.47165
OTU_2345	0.0	1.1381	0.7997	0.0	1.091	0.50986	0.48543	0.77868	0.47796	0.83059	1.2362	0.47165
OTU_2731	0.0	0.48576	0.7997	0.0	0.0	0.0	0.0	0.0	0.83637	0.33282	0.62508	0.0
OTU_4038	0.0	0.48576	0.45457	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2101	0.0	0.84851	0.0	0.0	0.35903	0.88582	0.0	0.44125	0.83637	0.33282	0.62508	0.0
OTU_3059	0.0	1.1381	1.078	0.47368	0.0	0.88582	0.48543	0.0	0.83637	0.33282	0.34613	0.0
OTU_1867	0.0	0.84851	0.45457	0.47368	0.0	0.50986	0.0	1.2816	0.83637	0.0	0.34613	0.47165
OTU_2822	0.0	1.1381	0.45457	0.47368	0.88573	0.50986	0.0	0.77868	0.47796	0.33282	0.34613	0.47165
OTU_972	0.0	0.84851	1.3112	1.115	1.4305	1.6413	0.0	0.77868	0.0	1.9464	1.6641	1.3487
OTU_2122	0.0	0.48576	0.7997	0.0	0.0	0.0	0.48543	0.0	0.0	0.33282	0.34613	1.1111
OTU_2728	0.0	1.1381	0.0	1.115	1.2707	0.88582	0.848	0.44125	0.47796	1.2	0.62508	0.47165
OTU_903	0.0	0.84851	1.3112	1.5574	1.825	0.50986	1.585	1.6538	0.83637	1.7378	1.2362	0.47165
OTU_2955	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.0	0.0
OTU_2968	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.0	0.34613	0.0
OTU_754	0.0	0.48576	0.0	0.47368	1.5743	0.0	0.848	4.0024	0.47796	1.8459	0.34613	0.47165
OTU_2840	0.0	1.1381	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.83059	0.62508	0.47165
OTU_2948	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.62508	0.47165
OTU_2343	0.0	0.84851	1.5119	1.115	0.35903	0.50986	0.48543	1.052	0.0	0.33282	1.0598	0.82651
OTU_3113	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_2042	0.0	1.3792	0.45457	0.47368	1.2707	0.0	0.848	0.44125	1.1232	0.33282	1.3934	0.47165
OTU_1913	0.0	0.84851	0.45457	0.82969	1.091	1.1838	1.1375	0.0	1.3624	1.3544	1.0598	0.47165
OTU_2581	0.0	0.48576	0.7997	0.47368	0.35903	0.0	0.48543	0.77868	0.0	0.83059	0.85874	0.0
OTU_3506	0.0	0.48576	0.0	0.47368	0.35903	0.0	0.48543	0.44125	0.0	0.33282	1.0598	0.0
OTU_2304	0.0	0.48576	0.45457	0.82969	0.64628	0.0	0.0	0.77868	0.47796	0.60307	0.62508	0.47165
OTU_4359	0.0	0.84851	0.45457	0.82969	0.88573	0.50986	0.848	0.44125	0.47796	0.60307	0.62508	1.1111
OTU_2714	0.0	0.48576	0.0	0.82969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3994	0.0	0.48576	1.5119	0.47368	1.2707	0.0	0.848	1.052	0.0	1.0271	1.3934	0.0
OTU_2180	0.0	0.48576	0.45457	0.0	0.64628	0.0	0.0	0.0	0.0	0.0	1.0598	0.0
OTU_2984	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3127	0.0	0.48576	0.0	0.0	0.0	0.88582	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1605	0.0	0.84851	1.5119	0.47368	0.88573	0.50986	1.1375	1.6538	1.1232	1.4938	1.2362	0.0
OTU_1160	0.0	0.84851	1.5119	0.0	1.5743	0.50986	1.1375	1.2816	0.47796	1.4938	1.6641	0.47165
OTU_1275	0.0	0.48576	0.45457	1.115	1.2707	0.50986	0.0	0.77868	0.0	0.83059	0.62508	0.47165
OTU_3089	0.0	0.84851	0.45457	0.47368	0.35903	0.50986	0.0	0.44125	0.0	1.0271	0.85874	0.47165
OTU_1790	0.0	0.84851	0.7997	1.5574	1.2707	1.1838	1.1375	1.4797	0.47796	0.83059	1.0598	0.0
OTU_3980	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_1987	0.0	0.84851	0.7997	1.3531	0.0	0.0	0.848	0.44125	0.83637	1.2	0.62508	1.3487
OTU_4041	0.0	1.5857	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.34613	0.47165
OTU_2964	0.0	0.84851	0.7997	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.0	0.47165
OTU_2470	0.0	0.48576	0.45457	0.0	0.35903	0.50986	0.48543	0.77868	0.47796	0.0	0.34613	0.47165
OTU_2715	0.0	0.84851	0.45457	0.82969	0.0	0.0	0.48543	1.052	0.0	0.0	0.0	0.47165
OTU_2536	0.0	0.48576	0.7997	0.47368	0.64628	0.50986	0.48543	0.0	0.47796	1.0271	0.0	0.0
OTU_3208	0.0	1.1381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111
OTU_2716	0.0	0.48576	0.0	0.0	0.35903	0.88582	0.848	0.44125	0.83637	0.0	0.62508	0.82651
OTU_2133	0.0	0.84851	0.45457	0.47368	0.64628	0.0	0.848	0.0	0.0	0.60307	0.62508	0.82651
OTU_3880	0.0	0.48576	0.0	0.0	0.0	0.50986	0.48543	0.44125	0.83637	0.60307	0.62508	0.0
OTU_3204	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2602	0.0	0.84851	0.45457	0.47368	0.35903	0.50986	0.48543	0.77868	0.0	0.60307	0.0	1.1111
OTU_1543	0.0	0.84851	0.45457	1.3531	1.091	0.50986	0.0	0.0	0.0	0.83059	1.2362	0.0
OTU_1655	0.0	0.48576	0.0	1.5574	0.88573	0.0	2.433	0.0	0.0	0.0	0.34613	0.0
OTU_3001	0.0	0.48576	0.0	0.0	0.64628	1.1838	0.0	1.052	0.0	0.0	0.0	0.47165
OTU_2427	0.0	0.48576	0.45457	0.0	0.0	0.0	0.848	0.44125	0.47796	0.0	0.34613	0.0
OTU_3184	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.0	0.0	0.47165
OTU_1782	0.0	1.1381	0.0	0.47368	0.0	1.1838	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_3188	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_4356	0.0	0.48576	0.0	0.82969	0.35903	0.50986	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3201	0.0	0.48576	0.0	0.47368	0.0	0.50986	0.0	0.0	0.83637	0.0	0.0	0.47165
OTU_2571	0.0	0.48576	1.3112	0.0	0.64628	0.50986	0.0	0.0	0.0	0.83059	1.3934	0.0
OTU_2608	0.0	0.48576	0.7997	0.0	0.35903	0.50986	0.0	0.77868	0.0	0.0	0.34613	0.0
OTU_3159	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_1106	0.0	0.84851	0.45457	0.82969	1.7051	0.0	1.1375	1.4797	0.0	0.60307	0.34613	1.1111
OTU_3249	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_4201	0.0	0.48576	0.0	0.82969	0.35903	0.0	0.0	0.0	0.0	0.33282	0.85874	0.47165
OTU_4161	0.0	0.84851	0.0	0.0	0.0	0.0	0.848	0.0	0.0	0.0	0.0	0.0
OTU_1962	0.0	1.1381	0.45457	0.0	0.35903	0.50986	0.848	0.44125	0.0	0.60307	0.62508	0.47165
OTU_2739	0.0	0.84851	0.0	0.0	0.35903	0.0	0.48543	0.0	1.3624	0.83059	1.0598	0.0
OTU_3685	0.0	0.48576	1.078	0.0	0.64628	0.50986	0.48543	0.44125	0.0	0.33282	0.62508	0.0
OTU_3574	0.0	0.48576	1.078	1.115	1.2707	0.88582	1.1375	1.2816	0.0	0.83059	0.62508	0.82651
OTU_2358	0.0	0.48576	1.078	0.0	0.0	0.0	0.0	0.77868	0.0	0.60307	0.34613	0.47165
OTU_3054	0.0	0.84851	0.0	0.47368	0.88573	0.0	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_1658	0.0	1.1381	0.45457	0.0	0.0	0.0	0.0	0.77868	0.47796	0.0	1.0598	0.0
OTU_3120	0.0	0.48576	0.0	0.82969	0.88573	0.0	0.0	0.0	0.47796	0.60307	0.62508	0.47165
OTU_3925	0.0	0.84851	0.45457	0.47368	0.35903	0.0	0.0	0.44125	0.0	0.0	0.0	0.47165
OTU_3115	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3501	0.0	0.48576	0.0	0.82969	0.0	0.50986	0.48543	0.0	0.0	0.33282	0.0	0.47165
